ingredient,raw_material,processing,dimension,unit_value
Sunflower meal,Japan,Bangladesh,water,0.654097286
Sunflower meal,Mexico,Bangladesh,water,0.65609638
Wheat,Japan,Nigeria,water,0.409394997
Wheat,Ethiopia,Nigeria,water,0.411771995
Wheat,Vietnam,Nigeria,water,0.738989057
Wheat,United States,Nigeria,water,0.394086085
Wheat,Philippines,Nigeria,water,0.426129268
Wheat,Russia,Nigeria,water,0.262256958
Wheat,Japan,Turkey,water,0.374289898
Wheat,Ethiopia,Turkey,water,0.47086306
Wheat,Vietnam,Turkey,water,0.337862842
Wheat,United States,Turkey,water,0.569119421
Wheat,Philippines,Turkey,water,0.236265337
Wheat,Russia,Turkey,water,0.640641601
Wheat,Japan,Russia,water,0.562928066
Wheat,Ethiopia,Russia,water,0.376793903
Wheat,Vietnam,Russia,water,0.240059264
Wheat,United States,Russia,water,0.507431491
Wheat,Philippines,Russia,water,0.412913814
Wheat,Russia,Russia,water,0.535397358
Wheat,Japan,Mexico,water,0.299056914
Wheat,Ethiopia,Mexico,water,0.573985281
Wheat,Vietnam,Mexico,water,0.727124457
Wheat,United States,Mexico,water,0.708078915
Wheat,Philippines,Mexico,water,0.377276776
Wheat,Russia,Mexico,water,0.463604505
Wheat,Japan,Brazil,water,0.398274319
Wheat,Ethiopia,Brazil,water,0.517027545
Wheat,Vietnam,Brazil,water,0.434173349
Wheat,United States,Brazil,water,0.109790002
Wheat,Philippines,Brazil,water,0.431682868
Wheat,Russia,Brazil,water,0.470416825
Wheat,Japan,Bangladesh,water,0.393631926
Wheat,Ethiopia,Bangladesh,water,0.703757308
Wheat,Vietnam,Bangladesh,water,0.585806428
Wheat,United States,Bangladesh,water,0.29713728
Wheat,Philippines,Bangladesh,water,0.350227808
Wheat,Russia,Bangladesh,water,0.360033463
Wheat gluten,Egypt,Russia,water,0.563375138
Wheat gluten,Thailand,Russia,water,0.647134068
Wheat gluten,Turkey,Russia,water,0.556778306
Wheat gluten,Congo (DRC),Russia,water,0.512070041
Wheat gluten,Egypt,China,water,0.264898207
Wheat gluten,Thailand,China,water,0.677934368
Wheat gluten,Turkey,China,water,0.714228074
Wheat gluten,Congo (DRC),China,water,0.65783661
Wheat gluten,Egypt,Philippines,water,0.331718429
Wheat gluten,Thailand,Philippines,water,0.507665492
Wheat gluten,Turkey,Philippines,water,0.357778669
Wheat gluten,Congo (DRC),Philippines,water,0.899125739
Wheat gluten,Egypt,Iran,water,0.77251922
Wheat gluten,Thailand,Iran,water,0.607491205
Wheat gluten,Turkey,Iran,water,0.481851245
Wheat gluten,Congo (DRC),Iran,water,0.456248781
Yeast meal,Pakistan,Russia,water,0.557093401
Yeast meal,China,Russia,water,0.653356246
Yeast meal,Thailand,Russia,water,0.43839635
Yeast meal,Ethiopia,Russia,water,0.563846198
Yeast meal,Japan,Russia,water,0.592019522
Yeast meal,United States,Russia,water,0.328159073
Yeast meal,Pakistan,Ethiopia,water,0.031872704
Yeast meal,China,Ethiopia,water,0.428381729
Yeast meal,Thailand,Ethiopia,water,0.275254892
Yeast meal,Ethiopia,Ethiopia,water,0.249808918
Yeast meal,Japan,Ethiopia,water,0.56249221
Yeast meal,United States,Ethiopia,water,0.494724857
Yeast meal,Pakistan,Philippines,water,0.356874475
Yeast meal,China,Philippines,water,0.676565408
Yeast meal,Thailand,Philippines,water,0.307879469
Yeast meal,Ethiopia,Philippines,water,0.692944488
Yeast meal,Japan,Philippines,water,0.547623794
Yeast meal,United States,Philippines,water,0.466457368
Microingredients,Indonesia,Ethiopia,water,0.402780049
Microingredients,Iran,Ethiopia,water,0.184492154
Microingredients,Egypt,Ethiopia,water,0.357954036
Microingredients,Turkey,Ethiopia,water,0.505931601
Microingredients,Vietnam,Ethiopia,water,0.366396895
Microingredients,Indonesia,United States,water,0.543599538
Microingredients,Iran,United States,water,0.445392322
Microingredients,Egypt,United States,water,0.317372314
Microingredients,Turkey,United States,water,0.799391187
Microingredients,Vietnam,United States,water,0.634915291
Microingredients,Indonesia,Germany,water,0.612720773
Microingredients,Iran,Germany,water,0.356668408
Microingredients,Egypt,Germany,water,0.756357451
Microingredients,Turkey,Germany,water,0.431759702
Microingredients,Vietnam,Germany,water,0.448919795
